log_dir,distinct_subplot_count,subplot_ids
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_512_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4429286576_5321838656', '4429286576_5321838608']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_512_2/annotations/t2v_notebook_true/annotation_0000_log,24.0,"['6326438272_6324450704', '6326438272_6341065664', '6326438272_6341846432', '6326438272_6338788144', '6326438272_6339328288', '6326438272_6340270016', '6326438272_6340850800', '6326438272_6342007056', '6326438272_6337688688', '6326438272_6328164400', '6326438272_6341259536', '6326438272_6337691376', '6326438272_6339688592', '6326438272_6340502944', '6326438272_6339539648', '6326438272_6338564976', '6326438272_6338775376', '6326438272_6341843408', '6326438272_6340277696', '6326438272_6325029488', '6326438272_6342399456', '6326438272_6340103680', '6326438272_6338165216', '6326438272_6341442112']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_512_3/annotations/t2v_notebook_true/annotation_0000_log,10.0,"['5490384080_5731238112', '5490384080_5732572944', '5490384080_5732028288', '5490384080_5732953568', '5490384080_5491161952', '5490384080_5501770816', '5490384080_5731240800', '5490384080_5732216960', '5490384080_5731329392', '5490384080_5732426592']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_513_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4904264592_4901528992']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_514_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4934871200_4935525888', '4934493120_4934704000']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_520_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5451430464_5452107552']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_524_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4774780064_5071711136', '4774780064_5071706768']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_524_2/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4998308560_6012872864', '4998308560_6009014560', '4998308560_6012657472', '4998308560_6013042128']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_524_3/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4431332176_5273324144', '4431332176_5273533424', '4431332176_5273328656']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_524_4/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4390486768_5579639504', '4390486768_5579646992', '4390486768_5579643920']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_526_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4801349008_5612245056']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_530_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4988889680_4989878832', '4988889680_4989057024', '4988889680_4989650416', '4988889680_4989057120']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_530_2/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5538334240_5540385744', '5538334240_5540389632', '5538334240_5540772656', '5538334240_5540606128']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_530_3/annotations/t2v_notebook_true/annotation_0000_log,20.0,"['4959157328_4959254240', '4959157328_4959587552', '4959157328_4960215280', '4959157328_4960219024', '4959157328_4961108672', '4959157328_4961531856', '4959157328_4959591200', '4959157328_4963367248', '4959157328_4961519328', '4959157328_4959982736', '4959157328_4959416736', '4959157328_4962725152', '4959157328_4962297968', '4959157328_4962293072', '4959157328_4959253616', '4959157328_4962295808', '4959157328_4960924736', '4959157328_4962111984', '4959157328_4961272656', '4959157328_4961275008']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_532_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4954594128_4954771424', '4954594128_4954975760', '4954594128_4954775840', '4954594128_4955551888']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_533_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4660819392_5456929344', '4660819392_5456924928', '4660819392_5457124368']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_535_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5848111040_5116232864']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_538_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4515437776_5092805184']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_538_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5983458016_5983701856']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_538_3/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4365029200_4919664496']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_539_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5180782784_5180945424']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_545_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4358513696_5078208384']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_546_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5602220112_5606429936']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_547_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4734311824_5308466384']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_548_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4396551776_4959851616', '4396551776_4959855120']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_548_1/annotations/t2v_notebook_true/annotation_0001_log,2.0,"['5204249776_5204251840', '5204249776_5204252176']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_550_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4631433616_5004481200', '5082488448_5083206656']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_551_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5074471296_5082320144', '5074471296_5082323264']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_552_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4428547760_5455885088', '4428547760_5453991712', '4428547760_5455754208', '4428547760_5456920208', '4428547760_5453991760', '4428547760_5456244480']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_554_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4365107472_5235267376']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_555_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4352853392_4829891136', '4352853392_4829904432']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_558_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4936892144_4937392848', '4936892144_4937196960', '4936892144_4937200560', '4936892144_4938939616']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_565_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_567_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5364832960_5367783328']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_568_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5094339888_5324064576']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_568_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['4910996064_4923963728']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_568_1/annotations/t2v_notebook_true/annotation_0002_log,1.0,['4392141024_5599203584']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_568_1/annotations/t2v_notebook_true/annotation_0003_log,1.0,['5877726576_5877509552']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_570_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['5091728496_5097422048', '5091728496_5097604496', '5091728496_5095712016', '5091728496_5091540960', '5091728496_5097410144', '5091728496_5095496048']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_571_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4886739328_4927216800']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_571_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4965704016_5100390688']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_574_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4520601664_5029780880', '4520601664_5028584368', '4520601664_5029506576', '4520601664_5028982096', '4520601664_5028728416', '4520601664_5029507440']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_577_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5950926160_5996790704']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_577_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4902348672_4901726416']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_580_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5378741968_5378886736']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_581_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4422009584_5121038656', '4422009584_5121034336']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_582_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5443719280_5467935936']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_582_2/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5405167920_5405280064', '5414134240_5444484944', '5405279920_5407580304', '5415649888_5444482880']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_583_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_584_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_586_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4369137984_5540508688', '4369137984_5540690976', '4369137984_5539845792', '4369137984_5541236560', '4369137984_5041252416', '4369137984_5540886624']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_587_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5423235680_5425073664']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_590_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5113411536_5403989232']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_590_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5611680016_5611206656']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_591_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4986545040_4987052176', '4986545040_4987047808']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_605_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4360219984_4896350544', '4360219984_4896722528', '4360219984_4895789888', '4360219984_4896011904', '4360219984_4895794448', '4360219984_4896175744']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_605_2/annotations/t2v_notebook_true/annotation_0000_log,32.0,"['4547373168_5580406224', '4547373168_5585109120', '4547373168_5583975776', '4547373168_5579493488', '4547373168_5581928544', '4547373168_5583577040', '4547373168_5578779936', '4547373168_5578774992', '4547373168_5580217408', '4547373168_5581728432', '4547373168_5584387584', '4547373168_5579810112', '4547373168_5582305472', '4547373168_5579317248', '4547373168_5578269056', '4547373168_5584933072', '4547373168_5580785184', '4547373168_5582123664', '4547373168_5581729584', '4547373168_5581559264', '4547373168_5579976160', '4547373168_5584750592', '4547373168_5578264640', '4547373168_5578270448', '4547373168_5582903040', '4547373168_5579668656', '4547373168_5583292272', '4547373168_5581316912', '4547373168_5582899152', '4547373168_5579142784', '4547373168_5583792096', '4547373168_5580224608']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_606_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4577617552_5189093952']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_611_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5280193648_5294982736']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_612_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5262534192_5263469328']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_612_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4363224560_4909091152']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_614_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5691614576_5691611168']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_616_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4494399616_4876765472']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_618_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4935102544_4936007456', '4935102544_4935102880', '4935102544_4935562832', '4935102544_4935562208']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_621_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5324821840_5094446752']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_622_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['6073834272_6278475232', '6073834272_6278243504', '6073834272_6279048912', '6073834272_6278239040']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_622_2/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4934162224_4934329040', '4934162224_4934323328']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_624_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4443690704_6284138528', '4443690704_6284144384', '4443690704_6282169760']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_625_2/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['5141822160_5206704208', '5141822160_5207494096', '5141822160_5204632752', '5141822160_5204628096', '5141822160_5100537568', '5141822160_5206512160', '5141822160_5206916992', '5141822160_5206520656']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_626_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4962195488_4964406992']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_626_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5507602464_5947970464']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_627_1/annotations/t2v_notebook_true/annotation_0000_log,9.0,"['4604630208_5154490848', '4604630208_5155659632', '4604630208_5154930176', '4604630208_5154498240', '4604630208_5156224368', '4604630208_5141519088', '4604630208_5155658624', '4604630208_5141517936', '4604630208_5141520048']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_629_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4655485088_5788852320']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_631_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5669077888_5669322192', '5669077888_5669923600']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_635_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4927430272_4928011152', '4927430272_4927575184', '4927430272_4928983296', '4927430272_4927583488', '4927430272_4927844672', '4927430272_4928222608']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_636_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4491462128_5444426192', '4491462128_5444891184']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/a_sample_0001_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4423304688_4960903216']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/a_sample_0005_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5454047536_5457212624', '5447836560_5448156368']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0001_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4369237584_5544850496', '4369237584_5545066080', '4369237584_5544699488', '4369237584_5544695360']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0005_2/annotations/t2v_notebook_true/annotation_0000_log,24.0,"['5865120992_5868896912', '5865120992_5869452704', '5865120992_5871020912', '5865120992_5870809552', '5865120992_5869630672', '5865120992_5867963408', '5865120992_5867146656', '5865120992_5867153904', '5865120992_5870508448', '5865120992_5881091744', '5865120992_5880719856', '5865120992_5867416096', '5865120992_5869272096', '5865120992_5869086784', '5865120992_5868742432', '5865120992_5869270416', '5865120992_5880897920', '5865120992_5871218960', '5865120992_5871605840', '5865120992_5870230256', '5865120992_5867781824', '5865120992_5868571632', '5865120992_5867150064', '5865120992_5867582528']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0005_3/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['6041891664_6045954368', '6041891664_6044631312']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0018_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4435714816_4981636080', '4435714816_4981497424', '4435714816_4980904576', '4435714816_4980909088']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0034_1/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['4486884352_5573026848', '4486884352_5576322000', '4486884352_5575988848', '4486884352_5575985104', '4486884352_5575425680', '4486884352_5575827888', '4486884352_5536913920', '4486884352_5573243728']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0038_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4938532960_4947511920']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0039_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5953244480_5957235824']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0048_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0051_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0060_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4912793504_4912804448', '4895692544_4911325184', '4911331232_4911999808']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0062_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4817841632_5072115744', '4817841632_5072319792', '4817841632_5072115792', '4817841632_5072312976']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0069_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0075_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4354182416_5249177056', '4354182416_5249173840', '4354182416_5249378512', '4354182416_5249369728']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0079_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4507229104_4911238320']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0081_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5070375248_5902916624']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0084_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4498183408_4963315840', '4498183408_4957608400']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0090_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4368753456_5208509328']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0092_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4367596720_5549803856']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0097_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4796012432_5089496576']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0106_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4930053680_4930231792', '4920016816_4941154736']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0108_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4430205184_4954623056']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0112_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4365393632_4901997360', '4365393632_4901259264']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0113_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4353054320_4909467840']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0119_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['5338410848_5342635472', '5338410848_5340502624', '5338410848_5340498544']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0126_1/annotations/t2v_notebook_true/annotation_0000_log,11.0,"['5466179248_5466746144', '5475156912_5476204464', '5463851472_5465948080', '5461376224_5461719712', '5461366672_5463391888', '5465312432_5472906528', '5471680512_5473307152', '5475556752_5465513552', '5476738464_5477315936', '5471617968_5468897744', '5474947856_5473086464']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0128_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4666269840_4962794912']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0129_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5482039776_5481835040']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0131_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4669621792_5945618368']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0135_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5124634336_5131996336']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0135_1/annotations/t2v_notebook_true/annotation_0001_log,6.0,"['5791018992_5836656320', '5791018992_5792930640', '5791018992_5824230368', '5791018992_5824220240', '5791018992_5817680432', '5791018992_5824324448']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0142_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4448266784_5134396992']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0142_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4398009808_4952427216']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0149_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4435513360_5011868992']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0153_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4360623920_4925694576', '4360623920_4925506384', '4360623920_4925506336']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0153_2/annotations/t2v_notebook_true/annotation_0000_log,20.0,"['4429614688_5498648624', '4429614688_5476137488', '4429614688_5486472432', '4429614688_5500092336', '4429614688_5498502800', '4429614688_5475908352', '4429614688_5487201408', '4429614688_5476671296', '4429614688_5499632384', '4429614688_5497792000', '4429614688_5497362416', '4429614688_5487827168', '4429614688_5502580928', '4429614688_5498945312', '4429614688_5476324928', '4429614688_5486290240', '4429614688_5502171856', '4429614688_5486688160', '4429614688_5486841680', '4429614688_5475904128']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0153_3/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4398455920_5579312112', '4398455920_5579312016', '4398455920_5580487760', '4398455920_5579316528']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0153_4/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5414088736_5414606304', '5414088736_5414826976', '5414088736_5414989040', '5414088736_5414605200']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0154_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4515955968_5547182368']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0154_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['5022450800_5091395296']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0159_1/annotations/t2v_notebook_true/annotation_0000_log,10.0,"['4898421936_4933433632', '4898421936_4898416176', '4898421936_4933875568', '4898421936_4898818096', '4898421936_4933644848', '4898421936_4933072128', '4898421936_4934040608', '4898421936_4932899456', '4898421936_4898817424', '4898421936_4932901664']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0160_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4965634928_4965763408']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0162_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['5043684992_5043233536', '4421451168_5043686048', '5043683600_5044274768', '5030102944_5032468816', '5043405552_5045498896', '5045113856_5044285808']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0162_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5375518160_5375888944']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0162_3/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4971661264_4973207792', '4971661264_4973203424']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0162_5/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['5192897200_5469509616', '5192897200_5449950576', '5192897200_5470094640', '5192897200_5449535456', '5192897200_5469880544', '5192897200_5449764640']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0170_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4597742672_4954551408']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0177_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4953222096_4953439024']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0183_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5985417168_5990789104']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0186_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4399547120_4963976784']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0192_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4579886384_5608867360']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0202_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5616429360_5616995552']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_2/sample_0202_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['6072683696_6072683888']
